data,id_cliente,quantidade_boleto,quantidade_payout,quantidade_payin
2023-12-25,89,5,4,6
2023-10-19,101,5,4,6
2023-11-17,95,9,10,4
2023-12-02,86,4,4,5
2023-10-19,92,0,0,1
2023-10-10,111,4,9,6
2024-01-11,85,8,7,8
2023-10-01,80,1,2,2
2024-01-23,100,7,11,8
2023-11-13,91,6,6,2
2023-11-07,81,1,2,1
2023-12-24,84,1,4,5
2023-10-01,98,6,5,6
2023-12-21,83,2,4,1
2023-10-31,114,6,3,1
2023-12-27,11,6,7,3
2023-11-13,1,7,6,5
2023-11-09,53,5,6,4
2023-11-02,13,0,3,3
2023-11-29,37,6,4,6
2023-11-20,48,2,2,0
2024-01-23,34,3,2,9
2023-12-02,50,10,7,6
2024-01-16,5,7,11,9
2023-11-05,42,5,10,6
2024-01-16,24,4,1,6
2023-10-05,2,6,4,7
2023-12-16,36,4,6,3
2024-01-02,17,5,5,3
2023-12-27,40,0,1,2
2023-11-14,4,0,1,2
2023-12-29,11,5,7,5
2024-01-26,14,2,3,3
2023-10-17,24,2,2,0
2023-11-17,63,5,5,9
2023-12-31,29,2,3,3
2023-10-17,16,10,9,10
2023-11-17,70,6,1,3
2023-12-09,22,1,3,1
2024-01-30,24,1,1,3
2024-01-23,72,0,2,1
2024-01-24,63,8,9,7
2023-12-16,70,2,4,4
2023-11-30,59,2,4,0
2024-01-09,31,8,6,5
2024-01-20,72,9,5,1
2023-10-09,62,2,5,4
2024-01-29,72,1,5,0
2023-10-24,40,3,1,5
2024-01-13,55,3,0,3
2023-11-18,3,7,4,5
2023-11-14,113,9,8,13
2024-01-28,81,0,1,3
2023-12-25,111,6,6,10
2023-10-13,78,2,3,3
2023-10-04,93,1,4,3
2023-12-23,81,0,5,5
2024-01-13,81,1,5,2
2023-12-07,97,4,3,7
2023-10-25,76,12,8,4
2024-01-25,101,6,4,3
2023-12-19,90,5,8,6
2023-11-12,115,3,5,3
2023-11-26,86,11,3,3
2023-11-08,111,10,8,5
2023-11-03,79,7,10,7
2023-11-23,76,8,8,10
2023-11-23,87,13,10,11
2024-01-10,58,6,5,4
2023-12-22,4,3,2,0
2023-10-27,36,5,2,3
2023-11-28,46,5,3,4
2023-10-07,16,5,2,9
2024-01-27,29,2,5,3
2023-10-24,13,0,6,7
2023-10-08,67,13,4,2
2024-01-17,46,3,3,1
2024-01-02,60,5,5,2
2023-11-18,67,4,4,4
2023-11-25,49,7,4,8
2023-10-13,40,3,2,2
2024-01-07,69,2,1,2
2023-11-13,33,3,3,5
2023-11-21,7,3,4,9
2023-12-02,19,7,4,3
2024-01-05,52,2,5,2
2024-01-21,9,4,4,6
2024-01-04,64,2,4,5
2024-01-21,48,2,2,1
2023-11-15,16,2,8,7
2023-12-11,6,2,2,1
2023-11-13,46,3,3,2
2023-10-31,29,2,2,6
2024-01-28,62,3,1,1
2024-01-28,65,2,2,4
2023-11-19,2,4,6,3
2023-11-26,48,1,3,0
2023-10-09,60,2,2,1
2023-12-02,67,2,8,3
2023-11-09,19,8,1,3
2024-01-05,49,8,2,4
2023-10-15,43,1,3,5
2023-10-10,7,8,5,8
2023-10-17,62,2,9,3
2023-11-13,35,1,3,0
2023-11-23,7,3,5,5
2024-01-07,72,5,0,1
2024-01-07,40,2,2,3
2023-10-20,58,4,2,3
2023-11-02,84,3,3,2
2023-12-11,103,3,2,1
2024-01-08,98,4,3,8
2023-12-09,89,8,7,6
2024-01-10,88,4,4,2
2023-11-23,83,1,1,0
2024-01-19,98,8,7,11
2023-11-01,80,1,5,2
2023-12-06,101,2,9,7
2023-10-31,30,3,3,8
2024-01-14,46,2,3,4
2023-12-31,43,3,3,5
2024-01-05,57,6,4,11
2023-11-22,66,2,3,3
2023-10-02,8,2,7,4
2023-11-29,43,2,1,5
2023-11-09,57,7,6,8
2023-10-18,32,4,6,14
2023-12-31,48,0,1,1
2023-11-28,53,1,6,3
2023-10-07,65,4,4,2
2023-12-28,14,3,0,3
2023-10-30,29,6,3,5
2023-10-09,30,2,7,6
2023-12-08,43,4,6,2
2023-12-31,58,4,5,1
2023-10-24,42,7,7,8
2023-10-06,35,1,2,2
2023-11-24,37,4,7,6
2023-11-03,14,2,1,3
2023-11-26,4,1,3,3
2024-01-20,35,4,2,3
2023-11-28,54,3,3,4
2023-10-18,24,3,1,6
2023-11-15,52,2,6,8
2023-11-17,40,3,2,1
2023-11-22,47,2,0,3
2023-11-08,58,7,6,1
2023-10-04,8,6,8,8
2023-10-25,21,6,8,6
2024-01-06,21,6,11,11
2023-10-06,27,2,5,4
2023-11-17,53,2,5,2
2023-11-02,42,2,6,6
2023-12-26,41,6,11,9
2023-10-15,65,3,0,1
2023-12-30,75,15,11,5
2023-11-28,76,6,6,8
2024-01-13,78,6,3,7
2023-10-26,91,8,9,3
2023-10-21,114,4,1,1
2023-12-13,76,6,6,8
2023-10-08,92,1,1,3
2023-10-22,102,13,3,10
2024-01-08,84,6,2,2
2024-01-21,90,9,3,9
2023-12-06,98,6,5,9
2023-10-21,103,1,4,2
2023-10-28,85,6,3,6
2023-12-29,103,3,1,2
2023-10-07,81,0,4,2
2024-01-04,81,2,4,4
2023-11-04,74,7,4,5
2024-01-10,19,5,5,6
2024-01-22,37,5,10,4
2023-11-17,49,9,4,5
2023-10-31,32,6,5,8
2023-11-02,9,7,6,6
2023-11-01,42,5,7,4
2023-12-09,41,12,14,6
2023-12-06,46,5,3,4
2024-01-30,41,8,7,12
2024-01-04,24,1,4,5
2023-10-26,29,4,7,4
2023-12-11,15,0,1,4
2023-12-05,9,3,8,4
2023-12-01,36,1,5,2
2024-01-27,59,2,4,0
2023-10-07,8,8,7,6
2024-01-01,12,3,7,9
2023-11-11,32,13,7,5
2023-11-26,7,8,9,5
2024-01-13,32,6,5,8
2023-11-02,63,10,4,11
2023-11-23,58,3,1,5
2023-12-19,70,4,3,6
2024-01-25,63,3,8,5
2024-01-26,65,4,2,2
2024-01-23,33,4,5,1
2023-10-13,18,7,5,2
2023-12-17,36,5,11,5
2023-10-30,46,3,4,2
2023-11-01,39,1,0,2
2024-01-23,69,2,2,1
2023-12-09,3,5,7,6
2023-10-05,1,4,2,11
2023-12-09,29,5,4,9
2023-12-08,35,4,3,3
2023-10-01,46,6,1,6
2023-12-08,72,1,3,0
2023-11-16,8,8,5,6
2023-11-03,110,3,3,8
2024-01-02,85,3,10,7
2023-12-28,89,2,6,5
2023-11-20,81,3,0,4
2023-10-11,89,8,11,4
2023-11-24,90,5,11,5
2024-01-03,98,3,6,9
2024-01-08,83,5,3,1
2023-12-28,88,0,3,2
2023-10-23,83,0,2,4
2023-11-16,77,3,9,8
2023-11-18,79,9,4,4
2024-01-07,117,12,6,14
2023-12-08,94,3,4,2
2023-10-14,77,8,5,6
2023-12-01,80,0,2,1
2023-10-17,75,13,4,9
2023-10-12,103,4,1,3
2023-12-03,114,3,3,3
2023-10-09,95,8,6,8
2023-11-28,111,6,7,8
2023-12-26,117,10,16,7
2023-12-27,101,3,5,1
2023-12-31,77,7,1,4
2023-12-30,78,9,5,2
2024-01-26,75,3,4,8
2023-11-15,90,6,7,6
2024-01-21,43,2,3,3
2024-01-23,32,8,6,5
2024-01-17,24,2,2,2
2023-11-20,43,2,4,4
2023-11-05,43,4,1,3
2023-10-12,27,11,4,2
2024-01-16,36,0,6,4
2023-10-01,24,3,3,4
2023-10-03,60,3,1,3
2023-10-10,74,8,7,6
2023-10-03,52,6,0,7
2023-12-09,15,2,3,5
2023-12-11,21,8,5,7
2024-01-04,58,5,5,4
2023-10-13,11,8,11,6
2024-01-30,60,7,4,2
2023-12-31,63,9,8,10
2024-01-20,58,2,4,4
2023-12-28,20,9,4,10
2023-12-21,13,3,6,5
2023-11-30,29,4,1,3
2023-12-02,1,9,6,7
2024-01-25,21,2,7,11
2023-10-19,48,0,2,1
2023-10-16,65,2,2,3
2023-12-05,54,0,7,6
2023-11-11,74,6,8,5
2024-01-23,70,5,5,1
2023-10-23,58,3,2,3
2023-11-30,49,4,1,9
2023-10-19,57,6,5,6
2023-10-21,36,1,6,1
2024-01-19,67,2,3,2
2023-12-04,31,4,11,3
2023-11-19,19,1,6,4
2023-10-10,16,10,11,9
2024-01-17,43,3,5,4
2023-12-09,73,1,10,11
2023-10-16,26,0,1,5
2023-11-06,65,2,5,1
2024-01-29,46,2,1,5
2023-12-30,68,7,4,4
2023-11-06,41,14,11,11
2023-12-03,80,3,3,1
2023-12-23,101,8,4,6
2023-12-29,86,6,10,10
2023-10-25,115,5,4,5
2024-01-29,83,1,3,2
2023-10-16,94,1,1,1
2023-10-27,103,4,3,4
2023-10-06,79,3,4,11
2023-10-17,86,8,5,5
2023-11-02,98,3,3,10
2023-11-26,89,7,5,9
2023-11-12,80,1,5,1
2024-01-17,100,8,8,7
2023-12-07,98,4,10,3
2023-10-23,94,3,1,2
2024-01-15,77,5,10,6
2023-11-25,75,2,4,7
2023-11-02,24,3,6,5
2023-10-01,63,12,9,7
2023-12-13,58,5,3,7
2023-11-04,48,2,1,2
2023-11-05,7,6,15,6
2023-10-20,21,6,4,7
2023-10-06,65,4,1,3
2024-01-11,63,8,7,6
2023-12-26,40,5,1,3
2023-10-02,65,3,3,3
2024-01-01,27,4,2,7
2023-11-05,36,3,7,5
2024-01-19,61,6,7,7
2024-01-06,74,3,12,8
2024-01-14,58,4,3,4
2023-10-23,1,7,4,10
2023-10-20,11,9,7,4
2023-10-02,27,3,7,3
2024-01-09,14,5,4,1
2023-10-09,43,4,3,6
2023-12-22,36,5,6,4
2023-12-29,48,0,3,2
2023-10-02,52,9,5,7
2023-12-23,36,4,3,6
2023-10-06,46,1,1,4
2024-01-23,1,11,3,5
2023-12-10,9,2,6,12
2023-11-06,47,3,0,1
2023-12-21,62,1,1,1
2023-10-24,1,6,11,7
2024-01-18,42,5,7,4
2023-10-28,67,9,6,5
2023-12-13,41,10,11,7
2023-12-31,13,2,3,5
2024-01-01,69,2,0,1
2023-10-23,48,2,5,4
2024-01-08,55,1,3,0
2023-10-19,66,2,2,0
2023-10-17,42,5,4,8
2023-10-30,47,1,2,0
2023-11-15,4,5,2,3
2024-01-21,94,1,5,3
2024-01-16,94,3,1,4
2023-10-27,84,4,4,2
2024-01-09,117,11,7,12
2023-11-16,83,5,1,1
2023-10-24,94,1,1,3
2024-01-04,92,1,1,2
2023-12-16,110,4,2,2
2024-01-27,80,1,2,2
2023-10-17,81,1,3,0
2023-11-12,103,3,6,5
2024-01-29,91,9,4,3
2023-10-06,94,4,3,2
2023-10-29,92,3,5,4
2023-11-25,78,5,2,4
2023-12-11,78,3,7,11
2024-01-13,115,10,9,2
2024-01-24,95,8,11,8
2024-01-11,77,8,11,10
2023-11-13,110,3,2,3
2023-11-08,78,4,3,3
2023-11-04,100,11,11,3
2023-10-30,79,2,6,3
2023-10-28,110,4,6,4
2023-10-01,115,2,2,2
2023-11-22,77,8,3,6
2023-12-29,94,3,2,3
2023-12-07,101,3,1,3
2023-11-25,18,2,2,1
2024-01-28,42,3,9,7
2023-12-25,7,1,5,9
2024-01-01,20,6,8,7
2023-10-31,40,3,0,3
2023-10-27,9,3,7,5
2023-11-12,18,3,4,3
2023-12-26,15,3,4,4
2023-12-08,42,2,3,13
2023-12-23,13,0,2,4
2023-12-01,49,11,8,4
2023-12-02,26,3,2,1
2023-12-16,49,4,3,3
2023-11-12,66,5,4,3
2023-12-10,42,4,6,10
2024-01-27,55,0,3,6
2023-12-25,11,8,5,1
2023-11-24,53,5,2,3
2024-01-24,49,4,10,5
2023-12-23,53,2,5,3
2023-10-16,42,5,3,9
2023-11-26,74,10,4,7
2023-11-20,31,8,9,4
2023-10-12,35,8,2,5
2023-12-02,8,2,4,10
2023-10-10,61,8,8,9
2023-10-09,27,8,9,7
2024-01-12,55,3,3,2
2024-01-03,8,4,4,5
2023-11-08,61,9,3,4
2023-11-13,31,10,6,9
2023-12-04,52,6,4,5
2023-10-19,52,5,5,2
2023-11-17,22,2,2,1
2023-10-22,41,6,6,7
2024-01-26,54,4,4,4
2023-12-09,31,6,9,8
2023-10-10,63,10,5,7
2024-01-17,1,6,8,5
2024-01-05,67,5,3,3
2023-12-31,68,4,8,6
2023-10-11,18,4,4,3
2023-10-07,39,2,1,3
2023-10-12,52,8,2,2
2024-01-29,24,1,1,0
2024-01-17,69,3,3,3
2024-01-04,48,1,1,2
2024-01-10,45,8,3,9
2024-01-15,45,6,2,5
2024-01-19,56,6,4,8
2023-12-25,30,3,7,2
2024-01-30,19,1,9,4
2024-01-16,70,7,3,4
2023-11-13,14,0,2,1
2023-10-23,43,5,3,5
2023-12-11,117,13,11,3
2024-01-24,78,6,3,3
2023-11-03,103,5,3,4
2023-10-04,86,4,7,8
2023-12-10,78,7,2,3
2024-01-12,90,3,3,5
2023-12-05,88,4,1,1
2024-01-16,87,8,6,10
2023-12-05,90,5,9,7
2024-01-30,82,1,9,9
2023-12-21,107,5,3,4
2023-10-06,97,8,6,6
2023-12-03,77,9,5,12
2023-10-11,94,0,1,3
2023-11-30,93,6,0,4
2023-12-18,111,6,5,7
2024-01-22,76,5,5,7
2023-10-17,83,2,2,4
2023-11-16,100,7,5,5
2024-01-01,84,2,6,1
2023-10-29,84,4,1,1
2023-11-11,116,7,4,7
2023-10-17,97,5,9,6
2024-01-11,76,5,8,6
2023-10-29,16,6,12,7
2024-01-11,52,4,4,4
2023-11-04,60,5,6,3
2023-12-20,12,10,12,7
2023-12-18,62,2,5,3
2023-10-07,66,5,1,1
2023-12-21,40,1,1,3
2023-11-09,48,1,5,2
2023-10-29,24,3,3,1
2023-10-27,3,4,3,11
2024-01-14,36,5,6,3
2024-01-13,29,4,6,7
2024-01-23,48,1,2,4
2023-10-10,72,3,2,1
2023-12-02,72,2,2,2
2023-10-24,32,11,6,9
2023-10-02,13,5,4,6
2024-01-06,27,5,2,6
2023-11-29,49,6,4,4
2023-11-01,35,2,4,3
2023-11-20,20,7,9,12
2024-01-02,37,5,4,8
2024-01-28,44,3,0,0
2024-01-13,45,4,7,3
2023-12-22,56,5,6,8
2023-11-24,63,8,10,9
2024-01-21,47,2,2,2
2023-10-21,3,5,5,8
2023-12-25,19,6,8,6
2024-01-01,55,0,2,2
2024-01-04,5,2,11,10
2024-01-20,46,1,8,2
2023-12-10,2,3,8,7
2024-01-16,64,2,3,3
2023-11-04,65,4,3,1
2023-10-30,70,1,3,7
2024-01-06,29,6,5,4
2023-11-19,6,2,0,8
2024-01-18,27,3,9,5
2024-01-25,91,5,4,3
2023-11-07,107,3,3,4
2024-01-06,96,2,3,1
2023-11-16,103,3,1,4
2023-10-29,82,4,5,7
2023-12-23,110,5,2,4
2023-12-18,105,25,18,18
2023-11-19,88,4,8,1
2023-10-09,81,1,2,5
2023-12-10,103,4,2,1
2024-01-29,100,7,3,8
2024-01-14,93,3,3,4
2024-01-11,91,9,4,5
2023-12-13,75,4,11,7
2023-10-10,80,3,2,3
2023-12-22,79,5,8,10
2023-10-06,81,0,2,1
2023-11-11,115,4,8,3
2023-10-03,93,6,3,3
2023-12-18,107,1,3,3
2023-10-15,79,3,3,5
2023-12-21,111,4,11,12
2023-11-25,113,16,10,7
2023-12-13,61,16,7,5
2023-11-10,11,9,5,11
2024-01-10,67,6,4,5
2023-11-20,41,6,7,6
2023-12-01,58,5,3,7
2023-11-11,11,7,10,4
2023-11-01,52,4,4,8
2023-11-06,21,8,5,8
2024-01-25,44,2,0,3
2023-10-24,54,6,3,7
2023-12-22,59,2,2,1
2023-10-10,67,6,4,10
2023-12-11,32,6,8,6
2023-11-24,4,3,2,3
2023-10-25,2,8,6,8
2023-12-20,64,2,2,3
2023-11-04,56,7,6,4
2024-01-19,41,7,11,7
2023-12-16,27,5,6,4
2024-01-02,58,2,4,4
2024-01-16,15,1,2,4
2023-11-22,43,4,2,1
2024-01-24,31,7,9,6
2023-10-03,67,9,2,9
2023-10-10,17,5,1,3
2024-01-08,64,2,3,1
2023-12-12,74,7,9,6
2023-11-16,31,2,4,3
2024-01-17,3,7,4,4
2024-01-29,33,3,2,4
2023-11-03,21,11,7,7
2024-01-08,7,5,3,6
2023-12-26,69,4,2,5
2023-12-03,30,9,6,3
2023-11-09,72,2,1,2
2023-12-01,59,2,2,1
2023-11-21,16,9,8,7
2024-01-17,6,2,3,3
2023-11-29,61,8,10,8
2023-10-13,9,5,4,3
2023-11-30,55,1,2,0
2023-10-24,49,4,4,9
2023-12-01,14,3,2,1
2023-11-17,30,4,7,5
2023-12-22,6,3,2,1
2024-01-10,15,2,2,3
2024-01-12,2,5,7,5
2023-12-04,33,0,2,0
2024-01-01,53,5,3,4
2023-10-13,15,1,6,2
2023-11-27,67,2,7,5
2024-01-21,95,8,9,5
2024-01-16,96,4,1,3
2024-01-01,91,5,2,6
2023-12-29,88,3,1,1
2023-10-14,101,1,9,3
2023-12-02,90,4,8,8
2024-01-18,84,3,0,8
2023-10-03,91,6,3,4
2023-11-26,78,3,9,3
2023-12-28,117,5,10,10
2023-12-18,104,44,28,46
2024-01-06,94,2,5,2
2023-12-14,93,6,2,5
2023-11-24,110,5,3,3
2023-12-31,61,10,10,5
2023-12-11,72,0,3,2
2023-12-20,65,3,0,3
2023-10-16,36,7,4,5
2023-10-14,65,2,4,4
2024-01-01,54,2,5,6
2023-11-29,48,1,0,1
2023-12-17,41,7,13,8
2023-11-24,66,3,3,2
2023-12-29,15,2,2,4
2023-11-20,66,0,5,2
2024-01-12,45,4,2,2
2024-01-15,68,3,9,8
2024-01-03,64,4,3,1
2024-01-03,5,8,16,8
2023-12-25,58,4,1,3
2024-01-15,43,4,2,3
2023-12-01,5,10,7,4
2023-12-24,54,4,5,1
2023-11-21,47,4,0,3
2023-11-21,8,7,6,10
2023-12-09,17,2,1,4
2024-01-06,57,5,12,8
2023-12-29,4,3,2,4
2023-11-09,29,1,6,6
2023-10-25,1,8,9,5
2023-12-08,30,4,2,5
2023-11-24,6,3,2,3
2023-11-26,41,5,8,11
2023-10-17,70,5,2,2
2024-01-25,50,10,5,5
2023-12-31,3,7,7,3
2023-11-29,4,2,1,1
2024-01-01,32,9,7,9
2023-10-16,39,1,3,1
2023-10-17,31,6,6,3
2024-01-12,21,8,5,9
2023-10-24,80,4,0,5
2024-01-16,99,1,1,2
2023-11-25,107,1,1,2
2023-12-09,96,3,6,4
2024-01-06,76,11,14,8
2023-11-29,83,1,5,3
2024-01-13,102,5,6,7
2023-10-12,94,0,3,2
2023-12-29,100,4,8,7
2023-12-09,100,6,8,4
2023-12-14,89,5,12,5
2024-01-27,101,1,4,7
2023-11-15,79,4,6,9
2023-11-01,86,6,4,7
2023-10-17,87,6,8,8
2023-11-01,115,4,2,8
2023-10-26,40,1,3,0
2023-12-28,15,1,1,1
2023-11-14,29,3,6,4
2023-11-24,73,8,6,4
2023-11-08,54,4,6,4
2023-10-16,3,4,3,13
2023-11-28,6,3,2,0
2023-12-30,67,3,7,2
2024-01-12,18,2,3,4
2023-12-11,73,5,10,6
2024-01-04,21,7,10,9
2023-12-22,8,7,4,4
2023-10-21,9,8,10,3
2023-10-26,27,7,7,3
2023-12-26,73,6,7,8
2023-10-03,13,6,5,3
2024-01-26,42,9,1,6
2023-11-02,49,8,0,9
2023-11-08,48,0,4,3
2023-12-01,21,5,3,8
2023-10-16,62,5,2,1
2024-01-18,30,9,5,4
2024-01-16,34,5,4,7
2023-10-22,39,4,5,1
2023-10-06,62,3,2,1
2023-12-17,57,5,15,8
2023-10-10,53,8,1,4
2024-01-26,29,9,5,0
2023-11-28,16,4,8,3
2023-10-07,1,8,4,3
2023-12-10,32,6,12,5
2023-11-02,16,8,8,11
2024-01-17,19,5,3,3
2023-10-29,53,3,3,5
2023-10-26,30,5,2,2
2023-12-10,72,2,2,4
2023-11-23,66,0,0,4
2023-12-24,89,9,5,7
2023-12-16,104,32,39,51
2023-11-14,94,1,2,1
2023-11-28,103,4,4,3
2023-10-09,86,4,5,7
2024-01-21,98,3,5,6
2023-10-15,115,5,3,4
2023-10-20,103,4,2,2
2023-10-14,82,13,9,6
2024-01-29,85,6,2,3
2023-12-04,93,4,10,4
2023-10-25,82,10,3,7
2024-01-04,99,1,1,1
2023-12-15,104,44,41,44
2023-11-13,87,11,8,10
2023-10-08,75,13,15,3
2023-12-25,14,0,0,3
2023-12-11,48,0,3,2
2023-11-11,4,2,4,1
2023-12-28,63,5,8,5
2023-12-02,43,0,3,1
2023-12-21,46,3,0,4
2023-10-02,60,2,4,3
2023-11-14,30,4,4,4
2024-01-24,53,4,4,5
2024-01-06,38,14,9,3
2024-01-27,47,1,1,2
2023-10-17,40,0,1,2
2023-11-25,66,1,5,1
2023-12-16,37,3,6,6
2023-11-15,40,3,1,3
2023-10-12,37,7,3,4
2024-01-05,26,3,1,2
2023-12-14,26,2,6,3
2023-11-07,43,2,2,2
2024-01-23,20,11,9,6
2023-10-21,48,1,0,3
2023-10-15,3,4,13,6
2023-12-21,66,2,3,2
2024-01-15,15,0,0,2
2024-01-08,13,4,2,4
2023-11-06,56,7,6,4
2023-12-11,65,2,2,3
2023-10-28,56,8,5,4
2024-01-16,62,4,1,3
2024-01-18,23,5,5,6
2023-12-24,61,8,10,6
2023-12-15,68,5,8,4
2023-12-07,42,6,7,8
2023-12-25,65,2,1,3
2023-11-06,35,1,3,3
2023-11-18,19,12,3,4
2023-11-18,85,10,8,9
2023-10-20,89,7,13,5
2023-11-07,116,5,8,6
2023-11-08,87,10,4,8
2024-01-09,82,8,12,8
2023-11-14,99,1,4,0
2023-12-17,101,7,10,6
2024-01-08,93,1,3,6
2023-10-18,98,7,4,11
2024-01-07,100,10,10,9
2023-10-30,89,6,8,10
2024-01-23,103,2,5,4
2023-10-08,87,6,5,7
2023-12-11,114,1,1,3
2023-10-14,72,3,3,3
2024-01-27,10,7,11,2
2024-01-09,41,6,6,7
2023-12-18,66,0,1,0
2023-12-09,18,8,2,4
2023-11-06,42,7,7,4
2024-01-28,16,5,6,7
2024-01-27,35,3,3,3
2024-01-29,64,1,1,3
2024-01-22,29,7,9,5
2023-12-18,58,3,4,4
2024-01-11,9,9,8,9
2024-01-11,4,2,4,2
2024-01-17,20,10,6,12
2024-01-10,12,8,10,5
2023-10-22,62,4,2,3
2023-12-15,22,4,1,1
2023-12-23,54,8,7,2
2023-11-21,66,1,1,3
2023-12-29,37,5,4,4
2023-12-29,9,4,7,5
2023-11-16,2,6,5,8
2024-01-06,66,4,6,2
2023-12-22,68,3,5,4
2023-12-14,21,8,12,12
2023-11-23,42,13,12,5
2023-12-15,24,2,5,3
2023-12-20,26,2,2,4
2024-01-15,48,1,1,0
2023-12-02,40,3,2,0
2024-01-25,67,5,4,7
2023-10-08,26,1,2,3
2023-12-08,57,7,5,3
2023-12-16,22,2,1,1
2023-10-12,65,3,3,0
2024-01-21,33,2,1,3
2023-11-30,38,7,6,4
2023-12-28,19,4,6,2
2023-11-28,72,3,3,2
2024-01-27,58,1,3,2
2023-12-21,64,0,4,2
2023-10-05,61,5,9,2
2023-11-29,53,0,4,4
2023-10-21,49,8,5,4
2024-01-02,40,2,2,1
2023-11-10,53,5,2,3
2023-10-01,59,2,6,0
2023-10-24,81,3,0,3
2024-01-11,89,12,6,8
2024-01-10,82,6,7,4
2023-11-25,110,3,2,2
2024-01-08,89,5,5,9
2024-01-21,92,2,4,4
2023-12-01,96,6,1,4
2023-10-17,98,6,6,3
2023-12-25,100,6,7,5
2023-12-20,76,8,10,7
2023-10-26,98,2,3,3
2023-11-29,81,5,2,2
2023-12-12,75,7,5,7
2023-10-11,72,2,0,3
2023-12-22,12,9,5,6
2023-10-18,15,1,1,1
2023-11-21,9,5,7,4
2024-01-08,18,0,3,3
2024-01-28,5,5,2,5
2023-10-19,2,6,6,6
2023-10-23,39,3,3,1
2023-11-11,36,4,3,2
2024-01-14,23,5,1,7
2024-01-17,74,6,13,10
2023-10-18,47,0,1,0
2023-10-11,37,4,8,6
2024-01-20,19,9,5,6
2023-10-13,57,15,4,10
2023-10-16,33,1,3,1
2023-12-05,72,0,1,2
2023-10-13,21,10,10,2
2023-10-29,19,5,5,7
2024-01-15,19,2,9,7
2023-12-21,15,3,5,3
2024-01-30,6,2,6,2
2023-10-12,3,8,7,3
2023-12-08,37,5,6,11
2023-10-29,42,2,1,1
2023-10-19,29,3,4,5
2023-12-31,67,4,8,3
2023-11-27,19,2,4,7
2023-10-28,31,6,7,5
2023-10-22,26,0,2,4
2023-11-09,30,4,2,2
2023-12-10,13,2,6,2
2024-01-13,57,11,11,9
2023-11-19,3,3,9,12
2023-10-06,61,10,6,5
2023-12-23,90,6,6,8
2023-11-19,93,7,3,1
2023-10-19,110,1,3,3
2023-12-21,81,1,3,1
2023-12-01,86,6,6,3
2023-11-17,114,3,2,3
2023-11-09,82,7,13,5
2023-12-19,107,4,2,2
2023-10-16,110,2,3,4
2023-12-15,96,1,4,1
2023-12-27,97,6,9,10
2023-12-22,107,2,3,0
2024-01-06,91,9,8,3
2023-12-29,92,1,1,5
2023-11-01,99,1,1,0
2023-12-01,97,9,3,9
2023-12-20,104,33,30,25
2024-01-14,88,4,5,3
2023-12-25,78,5,7,4
2023-12-18,114,4,5,3
2023-12-20,117,16,10,7
2023-11-22,103,0,2,1
2024-01-03,115,6,4,8
2023-11-23,78,8,4,7
2023-12-15,39,3,1,2
2023-12-29,67,6,7,5
2024-01-04,43,3,7,3
2023-11-22,69,5,0,2
2024-01-20,61,5,4,12
2024-01-01,7,11,3,6
2024-01-13,65,3,1,0
2023-12-25,47,0,6,0
2023-12-06,19,4,6,5
2023-11-23,3,4,7,8
2023-11-09,65,1,2,1
2023-12-22,58,4,3,1
2024-01-03,69,2,2,3
2024-01-15,3,11,6,6
2023-11-17,69,4,1,4
2023-11-09,18,5,2,4
2024-01-28,60,4,7,4
2024-01-02,4,2,0,6
2024-01-15,55,1,2,0
2024-01-29,27,7,4,8
2023-10-08,35,4,1,2
2024-01-21,40,1,0,1
2023-11-10,72,2,1,4
2023-10-14,53,2,3,4
2023-12-09,39,0,1,0
2024-01-21,52,4,7,6
2023-10-05,54,2,3,6
2024-01-11,19,4,6,7
2024-01-05,6,3,2,2
2023-11-16,27,4,5,6
2023-12-12,69,0,6,2
2024-01-25,60,3,4,3
2023-12-14,17,1,6,3
2023-11-28,43,6,8,5
2023-12-08,3,6,4,5
2023-12-03,64,2,2,3
2023-11-13,65,3,0,5
2024-01-24,13,3,11,2
2023-10-12,92,3,2,2
2023-10-10,93,6,4,2
2024-01-02,99,2,1,3
2024-01-04,91,5,4,5
2023-12-08,79,6,4,4
2023-12-02,117,13,10,12
2023-12-19,83,4,5,2
2023-10-13,116,3,7,1
2023-11-03,115,6,4,1
2023-10-19,94,2,1,1
2023-10-27,79,7,2,10
2023-11-10,117,14,10,12
2024-01-21,85,9,11,3
2023-11-27,110,0,3,0
2023-12-29,110,1,4,5
2024-01-05,96,5,9,7
2023-12-05,86,3,10,5
2024-01-22,92,3,1,1
2024-01-30,79,9,5,6
2023-12-01,13,5,3,6
2023-11-06,54,6,3,3
2024-01-25,45,7,8,4
2023-12-13,20,6,7,9
2023-11-05,61,1,11,6
2023-11-04,54,7,0,4
2023-11-21,22,0,1,1
2023-12-01,4,4,2,0
2023-12-05,63,8,5,8
2023-10-06,72,3,5,4
2023-10-29,2,9,8,9
2023-10-09,63,6,8,2
2023-11-14,40,4,3,2
2023-11-26,72,0,2,1
2023-10-21,7,2,6,5
2023-11-26,62,2,4,4
2023-11-07,27,5,8,8
2024-01-13,61,4,4,9
2024-01-17,68,10,3,4
2023-11-18,65,5,2,5
2023-12-25,74,12,8,13
2023-12-19,20,5,6,4
2023-12-17,11,5,4,3
2023-11-17,24,5,2,4
2023-10-02,63,14,6,9
2023-10-07,21,4,12,6
2024-01-01,48,3,4,2
